NAME,DATE,TAVG
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/18/2015,75
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/19/2015,75
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/20/2015,71
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/21/2015,68
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/22/2015,70
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/23/2015,74
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/24/2015,70
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/25/2015,64
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/26/2015,67
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/27/2015,68
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/28/2015,68
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/29/2015,73
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/30/2015,74
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/31/2015,76
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/1/2015,77
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/2/2015,77
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/3/2015,79
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/4/2015,79
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/5/2015,76
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/6/2015,77
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/7/2015,79
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/8/2015,79
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/9/2015,73
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/10/2015,74
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/11/2015,69
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/12/2015,60
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/13/2015,59
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/14/2015,60
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/15/2015,65
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/16/2015,69
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/17/2015,69
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/18/2015,69
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/19/2015,71
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/20/2015,64
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/21/2015,65
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/22/2015,66
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/23/2015,70
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/24/2015,71
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/25/2015,69
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/26/2015,66
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/27/2015,69
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/28/2015,72
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/29/2015,71
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/30/2015,63
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",10/1/2015,58
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",10/2/2015,56
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",10/3/2015,48
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",10/4/2015,60
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",10/5/2015,67
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",10/6/2015,67
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",10/7/2015,67
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",10/8/2015,69
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",10/9/2015,67
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",10/10/2015,59
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",10/11/2015,55
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",10/12/2015,61
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",10/13/2015,60
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",10/14/2015,54
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",10/15/2015,53
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",10/16/2015,57
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",10/17/2015,46
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",10/18/2015,43
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",10/19/2015,47
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",10/20/2015,56
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",10/21/2015,58
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",10/22/2015,65
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",10/23/2015,66
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",10/24/2015,65
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",10/25/2015,58
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",10/26/2015,54
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",10/27/2015,54
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",10/28/2015,59
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",10/29/2015,52
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",10/30/2015,47
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",10/31/2015,48
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",11/1/2015,58
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",11/2/2015,56
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",11/3/2015,58
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",11/4/2015,63
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",11/5/2015,66
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",11/6/2015,66
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",11/7/2015,51
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",11/8/2015,46
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",11/9/2015,45
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",11/10/2015,47
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",11/11/2015,45
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",11/12/2015,53
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",11/13/2015,47
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",11/14/2015,40
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",11/15/2015,49
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",11/16/2015,48
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",11/17/2015,53
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",11/18/2015,60
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",11/19/2015,54
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",11/20/2015,42
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",11/21/2015,42
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",11/22/2015,32
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",11/23/2015,32
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",11/24/2015,41
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",11/25/2015,47
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",11/26/2015,52
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",11/27/2015,57
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",11/28/2015,52
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",11/29/2015,42
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",11/30/2015,42
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",12/1/2015,50
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",12/2/2015,41
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",12/3/2015,35
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",12/4/2015,30
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",12/5/2015,33
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",12/6/2015,38
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",12/7/2015,44
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",12/8/2015,45
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",12/9/2015,47
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",12/10/2015,47
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",12/11/2015,55
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",12/12/2015,64
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",12/13/2015,60
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",12/14/2015,59
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",12/15/2015,46
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",12/16/2015,46
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",12/17/2015,45
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",12/18/2015,32
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",12/19/2015,31
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",12/20/2015,34
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",12/21/2015,48
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",12/22/2015,56
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",12/23/2015,59
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",12/24/2015,54
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",12/25/2015,53
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",12/26/2015,50
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",12/27/2015,59
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",12/28/2015,40
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",12/29/2015,47
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",12/30/2015,39
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",12/31/2015,34
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/1/2016,32
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/2/2016,32
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/3/2016,33
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/4/2016,32
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/5/2016,25
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/6/2016,29
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/7/2016,35
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/8/2016,43
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/9/2016,49
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/10/2016,35
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/11/2016,13
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/12/2016,27
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/13/2016,13
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/14/2016,35
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/15/2016,44
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/16/2016,34
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/17/2016,27
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/18/2016,9
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/19/2016,12
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/20/2016,18
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/21/2016,21
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/22/2016,24
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/23/2016,25
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/24/2016,22
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/25/2016,33
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/26/2016,42
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/27/2016,30
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/28/2016,32
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/29/2016,37
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/30/2016,42
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/31/2016,57
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/1/2016,49
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/2/2016,44
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/3/2016,56
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/4/2016,34
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/5/2016,29
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/6/2016,33
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/7/2016,39
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/8/2016,39
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/9/2016,23
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/10/2016,17
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/11/2016,17
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/12/2016,22
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/13/2016,17
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/14/2016,15
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/15/2016,27
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/16/2016,34
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/17/2016,32
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/18/2016,34
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/19/2016,48
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/20/2016,59
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/21/2016,55
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/22/2016,42
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/23/2016,43
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/24/2016,49
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/25/2016,35
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/26/2016,33
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/27/2016,37
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/28/2016,51
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/29/2016,50
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/1/2016,45
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/2/2016,31
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/3/2016,32
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/4/2016,34
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/5/2016,34
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/6/2016,41
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/7/2016,51
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/8/2016,61
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/9/2016,61
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/10/2016,59
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/11/2016,52
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/12/2016,55
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/13/2016,61
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/14/2016,61
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/15/2016,61
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/16/2016,63
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/17/2016,54
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/18/2016,48
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/19/2016,45
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/20/2016,38
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/21/2016,40
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/22/2016,48
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/23/2016,58
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/24/2016,60
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/25/2016,44
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/26/2016,45
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/27/2016,58
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/28/2016,51
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/29/2016,47
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/30/2016,53
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/31/2016,62
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/1/2016,57
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/2/2016,46
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/3/2016,40
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/4/2016,55
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/5/2016,38
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/6/2016,48
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/7/2016,46
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/8/2016,38
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/9/2016,35
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/10/2016,41
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/11/2016,55
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/12/2016,44
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/13/2016,47
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/14/2016,53
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/15/2016,60
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/16/2016,66
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/17/2016,67
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/18/2016,69
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/19/2016,69
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/20/2016,68
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/21/2016,67
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/22/2016,59
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/23/2016,58
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/24/2016,59
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/25/2016,67
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/26/2016,71
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/27/2016,59
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/28/2016,65
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/29/2016,61
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/30/2016,57
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/1/2016,66
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/2/2016,62
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/3/2016,56
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/4/2016,52
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/5/2016,47
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/6/2016,58
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/7/2016,61
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/8/2016,54
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/9/2016,57
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/10/2016,62
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/11/2016,66
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/12/2016,68
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/13/2016,61
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/14/2016,53
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/15/2016,49
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/16/2016,49
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/17/2016,52
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/18/2016,56
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/19/2016,60
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/20/2016,60
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/21/2016,60
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/22/2016,62
