"date","ws","wd","nox","no2","o3","pm10","so2","co","pm25"
1999-03-04 22:00:00,1.92,280,141,43,0,23,3.915,1.2,20
1999-03-04 23:00:00,1.68,290,110,37,0,20,3.7225,0.825,18
1999-03-05 00:00:00,2.4,270,87,32,0,18,4.135,0.725,17
1999-03-05 01:00:00,2.64,320,56,31,0,15,4.963333,0.4,14
1999-03-05 02:00:00,3.72,340,36,22,16,13,6.62,0.1333333,12
1999-03-05 03:00:00,4.68,330,21,16,23,10,4.525,0.025,9
1999-03-05 04:00:00,3.84,330,20,14,21,9,2.8425,0.025,8
1999-03-05 06:00:00,4.8,320,37,22,15,11,3.035,0.1,9
1999-03-05 07:00:00,4.2,320,64,32,10,14,3.475,0.35,11
1999-03-05 08:00:00,4.8,330,67,32,11,20,3.915,0.525,12
1999-03-05 09:00:00,5.04,320,74,31,11,18,4.915,0.525,13
1999-03-05 10:00:00,4.44,320,75,33,11,17,5.135,0.375,13
1999-03-05 11:00:00,4.92,310,87,38,11,18,5.9325,0.475,13
1999-03-05 12:00:00,5.04,320,106,42,9,21,6.5925,0.6,15
1999-03-05 13:00:00,4.56,320,115,46,8,20,6.455,0.75,15
1999-03-05 14:00:00,4.68,310,139,50,5,24,7.31,1.125,17
1999-03-05 15:00:00,4.8,310,145,53,5,24,7.3625,0.975,18
1999-03-05 16:00:00,4.68,320,141,51,5,23,7.39,1.125,17
1999-03-05 17:00:00,3.96,300,118,45,3,23,6.235,1.2,17
1999-03-05 18:00:00,4.08,300,71,34,7,17,5.1025,0.75,12
1999-03-05 19:00:00,4.44,310,70,34,7,16,4.7175,0.6,12
1999-03-05 20:00:00,4.32,310,84,41,6,18,5.4375,0.825,13
1999-03-05 21:00:00,3.36,290,112,39,4,21,7.475,1.075,16
1999-03-05 22:00:00,3.6,280,108,43,4,20,7.7525,0.975,15
1999-03-05 23:00:00,4.2,300,47,25,14,14,4.33,0.35,11
1999-03-06 00:00:00,3.12,310,56,28,12,13,2.925,0.475,11
1999-03-06 01:00:00,3.96,300,34,21,18,12,2.356667,0.2,9
1999-03-06 02:00:00,4.2,310,41,25,16,13,3.346667,0.2333333,11
1999-03-06 03:00:00,3.72,300,33,22,28,7,1.765,0.15,6
1999-03-06 04:00:00,3.24,300,47,20,25,8,2.095,0.225,6
1999-03-06 06:00:00,4.56,280,94,39,10,19,4.6625,0.6,14
1999-03-06 07:00:00,4.8,280,134,42,7,23,5.2175,0.975,16
1999-03-06 08:00:00,4.56,280,153,48,6,27,5.7125,1.025,18
1999-03-06 09:00:00,5.04,280,152,37,9,29,5.8775,0.875,13
1999-03-06 10:00:00,5.64,280,154,47,9,25,5.8225,0.975,15
1999-03-06 11:00:00,5.28,280,168,46,10,24,7.3375,1.425,16
1999-03-06 12:00:00,5.16,290,87,33,13,21,4.4425,0.625,14
1999-03-06 13:00:00,4.8,290,118,44,9,18,3.8325,0.9,14
1999-03-06 14:00:00,4.8,290,107,39,7,18,2.7875,0.95,14
1999-03-06 15:00:00,4.44,300,138,45,4,20,3.75,1.2,16
1999-03-06 16:00:00,4.08,290,86,35,5,16,3.2275,0.75,14
1999-03-06 17:00:00,3.48,310,109,39,2,21,3.8325,0.95,19
1999-03-06 18:00:00,3.24,320,140,42,1,24,5.135,1.725,22
1999-03-06 19:00:00,3.12,310,105,33,0,16,4.4375,1.025,12
1999-03-06 20:00:00,2.76,300,161,38,1,20,5.1625,1.95,18
1999-03-06 21:00:00,2.16,310,149,36,0,21,4.635,1.6,18
1999-03-06 22:00:00,2.52,300,151,37,0,21,4.19,1.475,18
1999-03-06 23:00:00,2.76,290,162,38,1,21,4.08,1.725,17
1999-03-07 00:00:00,3.12,270,301,43,1,28,6.9225,3.5,22
1999-03-07 01:00:00,3.24,280,203,45,0,23,5.296667,2.133333,19
1999-03-07 02:00:00,3.12,270,163,38,1,21,4.596667,1.466667,16
1999-03-07 03:00:00,4.08,280,167,34,1,22,5.215,1.975,18
1999-03-07 04:00:00,4.8,280,166,31,2,19,5.1325,1.65,16
1999-03-07 06:00:00,5.16,270,103,33,5,14,2.76,0.775,11
1999-03-07 07:00:00,5.76,270,169,41,3,18,3.86,1.55,13
1999-03-07 08:00:00,6.36,270,296,37,2,30,6.4575,1.975,22
1999-03-07 09:00:00,6.36,270,284,52,3,26,6.0425,2.025,18
1999-03-07 10:00:00,6.6,270,316,60,3,26,6.5925,2.525,19
1999-03-07 11:00:00,6.6,270,281,60,4,20,5.6575,3.05,15
1999-03-07 12:00:00,6.48,280,180,35,5,17,4.11,2.175,15
1999-03-07 13:00:00,6.72,270,124,39,6,14,2.455,1.4,12
1999-03-07 14:00:00,6.12,280,130,41,5,13,2.5125,1.275,11
1999-03-07 15:00:00,6,280,124,43,5,13,2.2625,1.375,10
1999-03-07 16:00:00,4.32,270,136,48,4,14,2.5675,1.675,12
1999-03-07 17:00:00,3.84,280,158,53,2,16,3.0075,2.125,13
1999-03-07 18:00:00,3.36,280,154,44,2,17,3.2275,2.475,14
1999-03-07 19:00:00,2.88,280,137,41,2,16,2.6775,1.75,12
1999-03-07 20:00:00,2.64,280,148,39,1,18,2.925,1.95,14
1999-03-07 21:00:00,2.4,300,158,44,2,16,3.2275,1.625,13
1999-03-07 22:00:00,2.16,300,166,39,1,19,3.915,1.925,16
1999-03-07 23:00:00,2.04,290,126,38,2,16,3.1175,1.325,15
1999-03-08 00:00:00,2.28,290,119,37,2,16,3.6125,1,13
1999-03-08 01:00:00,2.28,290,114,37,2,16,3.786667,0.9,14
1999-03-08 02:00:00,2.52,290,84,31,3,15,3.383333,0.5666667,14
1999-03-08 03:00:00,1.56,260,83,31,2,16,3.75,0.475,14
1999-03-08 04:00:00,1.08,330,63,28,3,14,2.76,0.2,12
1999-03-08 06:00:00,1.2,0,161,38,2,21,5.0225,0.85,18
1999-03-08 07:00:00,2.04,30,179,45,1,26,5.85,1.65,23
1999-03-08 08:00:00,2.4,20,125,42,4,24,5.05,1.275,21
1999-03-08 09:00:00,2.52,40,175,46,4,28,6.815,1.325,21
1999-03-08 10:00:00,2.88,60,332,59,3,53,12.555,2.3,38
1999-03-08 11:00:00,3.72,60,261,52,2,53,17.0775,1.75,37
1999-03-08 12:00:00,3.96,100,213,53,3,38,23.0925,1.25,28
1999-03-08 13:00:00,3.48,60,217,49,3,37,21.05,1.3,27
1999-03-08 14:00:00,3.48,50,114,41,4,23,12.635,0.725,19
1999-03-08 15:00:00,3.36,50,90,38,8,20,9.685,0.625,15
1999-03-08 16:00:00,3.48,40,116,41,6,22,7.06,1.1,16
1999-03-08 17:00:00,3,50,122,38,5,21,5.74,1.225,17
1999-03-08 18:00:00,3.6,40,129,42,2,22,5.41,1.475,17
1999-03-08 19:00:00,3.36,60,104,39,2,18,3.86,1.125,15
1999-03-08 20:00:00,3.24,50,95,39,1,17,3.1175,1,13
1999-03-08 21:00:00,2.4,60,81,33,1,14,2.375,0.675,11
1999-03-08 22:00:00,1.8,40,67,29,3,13,2.4575,0.525,11
1999-03-08 23:00:00,2.28,20,53,26,5,10,2.485,0.425,10
1999-03-09 00:00:00,2.64,30,48,24,8,9,1.77,0.275,8
1999-03-09 01:00:00,2.04,20,45,25,9,9,1.77,0.2,8
1999-03-09 02:00:00,2.16,360,36,22,15,8,1.62,0.1,7
1999-03-09 03:00:00,1.92,10,39,21,11,10,1.265,0.125,8
1999-03-09 04:00:00,1.68,20,46,20,7,15,1.4025,0.225,11
1999-03-09 06:00:00,1.68,350,102,32,4,22,2.21,0.45,15
1999-03-09 07:00:00,2.16,360,142,38,3,24,3.1175,0.975,17
1999-03-09 08:00:00,1.44,340,95,36,5,21,2.6225,0.75,17
1999-03-09 09:00:00,2.28,340,113,29,5,27,3.31,0.75,17
1999-03-09 10:00:00,2.4,330,84,28,8,20,2.5675,0.5,15
1999-03-09 11:00:00,2.4,330,94,33,9,19,3.2275,0.475,15
1999-03-09 12:00:00,1.68,340,133,37,6,25,4.69,0.875,21
1999-03-09 13:00:00,1.56,320,132,43,7,26,4.965,0.95,20
1999-03-09 14:00:00,1.8,220,155,50,8,25,5.71,1.05,20
1999-03-09 15:00:00,1.8,340,124,41,6,22,4.135,0.85,15
1999-03-09 16:00:00,1.2,340,141,54,5,24,4.55,1.075,17
1999-03-09 17:00:00,1.32,340,124,47,3,23,3.97,1.225,15
1999-03-09 18:00:00,1.2,320,159,44,2,24,4.6375,2.025,18
1999-03-09 19:00:00,1.08,330,155,38,1,26,3.6675,1.75,19
1999-03-09 20:00:00,1.08,320,159,39,1,29,4.55,1.575,23
1999-03-09 21:00:00,0.96,340,190,36,1,27,4.7175,1.75,21
1999-03-09 22:00:00,1.32,330,267,43,1,33,6.0975,2.35,26
1999-03-09 23:00:00,2.16,300,380,56,2,40,8.5275,3.225,31
1999-03-10 00:00:00,1.56,310,388,47,2,43,8.6375,3.35,33
1999-03-10 01:00:00,1.92,330,284,42,1,33,6.473333,2.566667,27
1999-03-10 02:00:00,1.32,340,110,32,1,19,2.503333,0.8333333,17
1999-03-10 03:00:00,1.92,270,128,31,1,18,3.0625,0.7,15
1999-03-10 04:00:00,2.4,270,133,35,1,20,3.6675,0.675,18
1999-03-10 06:00:00,1.08,300,265,36,2,31,6.5125,1.375,25
1999-03-10 07:00:00,1.8,360,300,46,2,36,7.09,1.9,30
1999-03-10 08:00:00,2.52,350,181,36,2,31,4.7175,1.425,24
1999-03-10 09:00:00,1.8,20,137,33,3,32,4.58,0.975,27
1999-03-10 10:00:00,1.44,20,116,35,5,36,4.745,0.775,24
1999-03-10 11:00:00,2.4,20,95,31,8,30,5.2975,0.6,23
1999-03-10 12:00:00,2.16,30,98,37,9,26,4.8,0.6,18
1999-03-10 13:00:00,3.24,30,102,37,9,24,3.64,0.65,19
1999-03-10 14:00:00,3.48,20,127,50,10,26,3.7225,0.875,19
1999-03-10 15:00:00,3.12,50,180,53,11,34,4.22,1.35,22
1999-03-10 16:00:00,3.24,40,219,58,7,34,6.1275,2.625,26
1999-03-10 17:00:00,2.16,90,247,77,7,33,6.7325,3.6,27
1999-03-10 18:00:00,1.92,140,149,55,6,24,3.9175,2.125,20
1999-03-10 19:00:00,1.92,130,286,49,4,34,6.37,3.275,28
1999-03-10 20:00:00,1.68,140,381,65,3,44,8.8825,3.75,32
1999-03-10 21:00:00,2.04,140,152,57,1,31,4.7175,1.325,23
1999-03-10 22:00:00,1.92,130,137,53,3,24,2.87,1.05,18
1999-03-10 23:00:00,1.56,110,133,44,4,23,2.4825,0.9,17
1999-03-11 00:00:00,1.92,90,269,52,2,37,5.5475,1.8,30
1999-03-11 01:00:00,1.92,100,225,42,2,36,5.37,1.466667,27
1999-03-11 02:00:00,2.4,100,66,41,6,21,1.653333,0.3333333,15
1999-03-11 03:00:00,1.8,90,115,48,3,21,2.0425,0.575,15
1999-03-11 04:00:00,2.16,70,127,41,1,29,2.6225,0.675,24
1999-03-11 06:00:00,2.76,90,351,48,3,43,9.0225,1.725,30
1999-03-11 07:00:00,3.48,90,237,53,3,43,8.3875,1.55,35
1999-03-11 08:00:00,4.68,90,217,66,4,65,7.8925,1.45,35
1999-03-11 09:00:00,4.68,90,168,49,3,54,7.31,1.025,27
1999-03-11 10:00:00,5.16,110,203,49,3,42,8.7475,1.4,29
1999-03-11 17:00:00,4.2,110,393,68,3,72,21.7125,3.8,48
1999-03-11 18:00:00,4.08,100,421,64,2,66,17.85,4.675,48
1999-03-11 19:00:00,3.84,90,429,49,2,68,12.9375,4.3,50
1999-03-11 20:00:00,3.24,100,493,52,2,68,15.12,5.575,52
1999-03-11 21:00:00,2.4,110,393,55,1,63,12.7725,4.05,48
1999-03-11 22:00:00,1.56,80,245,56,1,50,8.855,2.025,35
1999-03-11 23:00:00,1.56,40,189,49,1,38,6.7325,1.525,29
1999-03-12 00:00:00,1.44,30,266,47,1,49,8.22,1.85,39
1999-03-12 01:00:00,1.68,70,191,44,1,44,6.29,1.3,34
1999-03-12 02:00:00,1.32,90,204,47,1,42,6.106667,1.233333,33
1999-03-12 03:00:00,1.92,70,197,44,1,41,5.7125,1.35,32
1999-03-12 04:00:00,1.8,120,295,44,1,50,7.53,1.95,39
1999-03-12 05:00:00,0.6,140,306,48,1,47,7.78,1.475,38
1999-03-12 06:00:00,1.08,150,523,60,2,66,11.7825,2.75,54
1999-03-12 07:00:00,1.56,130,247,45,1,50,6.5925,1.625,32
1999-03-12 08:00:00,1.56,130,291,55,1,56,8.5,2.325,39
1999-03-12 10:00:00,2.04,210,426,88,2,93,12.5275,3.4,59
1999-03-12 11:00:00,2.64,170,255,54,2,61,10.375,2.625,39
1999-03-12 12:00:00,2.64,130,230,56,2,52,9.4625,2.3,26
1999-03-12 13:00:00,2.04,110,234,54,3,58,10.4275,2.725,16
1999-03-12 14:00:00,2.04,220,451,86,3,72,13.465,4.425,55
1999-03-12 16:00:00,2.16,190,252,58,1,67,10.18,2.525,42
1999-03-12 17:00:00,1.56,120,180,68,1,50,6.51,2.5,34
1999-03-12 18:00:00,3.96,180,263,64,1,51,6.625,3.8,37
1999-03-12 19:00:00,4.44,180,351,58,1,55,8.3875,4.45,40
1999-03-12 20:00:00,4.8,180,446,62,2,48,9.435,5.575,35
1999-03-12 21:00:00,3.96,170,190,53,0,33,3.9725,2.575,23
1999-03-12 22:00:00,3.48,160,162,50,0,25,2.7875,1.525,20
1999-03-12 23:00:00,2.76,160,146,42,1,27,2.4025,1.625,24
1999-03-13 00:00:00,3,160,160,45,1,29,3.0625,1.8,24
1999-03-13 01:00:00,3.48,170,160,42,0,30,2.833333,1.4,23
1999-03-13 02:00:00,3.36,170,112,31,2,24,2.206667,1.033333,19
1999-03-13 03:00:00,2.76,180,82,37,6,16,1.2925,0.6,10
1999-03-13 06:00:00,4.44,210,227,43,2,34,3.8325,1.6,26
1999-03-13 07:00:00,4.2,280,200,43,1,31,3.1175,1.35,25
1999-03-13 08:00:00,4.44,270,198,47,3,39,3.75,0.825,29
1999-03-13 09:00:00,4.68,270,134,42,5,44,2.73,0.825,31
1999-03-13 11:00:00,4.44,260,158,45,6,40,8.385,1.075,21
1999-03-13 14:00:00,6.6,270,239,67,5,50,8.8575,1.9,23
1999-03-13 15:00:00,6,240,228,72,5,53,7.9175,1.9,27
1999-03-13 16:00:00,4.56,260,152,50,5,32,4.605,1.575,18
1999-03-13 17:00:00,3.24,270,158,52,3,21,3.86,1.375,15
1999-03-13 18:00:00,3,270,267,54,2,30,6.2625,2.9,21
1999-03-13 19:00:00,2.88,240,192,51,2,23,4.275,1.875,18
1999-03-13 20:00:00,3.48,250,167,55,3,23,3.835,2.025,17
1999-03-13 21:00:00,2.52,270,125,51,4,19,2.5125,1,15
1999-03-13 22:00:00,2.04,250,151,53,3,21,2.5675,1.25,18
1999-03-13 23:00:00,1.32,300,166,51,3,20,3.2825,1.95,17
1999-03-14 00:00:00,1.2,0,353,58,3,32,6.3425,3.15,22
1999-03-14 01:00:00,0.72,180,479,66,2,41,8.353333,4.8,28
1999-03-14 02:00:00,0.96,210,398,49,2,39,7.21,3.966667,28
1999-03-14 03:00:00,0.6,0,280,46,1,26,4.6625,2.675,19
1999-03-14 04:00:00,0.48,0,358,53,1,31,6.29,3,23
1999-03-14 06:00:00,0.36,0,393,38,1,36,7.035,3.65,26
1999-03-14 07:00:00,1.2,0,331,59,1,37,6.2075,2.6,26
1999-03-14 08:00:00,2.88,300,214,58,2,35,3.945,1.45,36
1999-03-14 09:00:00,3.48,240,177,56,5,35,3.1175,1.3,22
1999-03-14 10:00:00,3,270,239,65,7,38,4.995,1.875,20
1999-03-14 11:00:00,3.48,270,157,52,10,60,5.4375,1.65,21
1999-03-14 12:00:00,4.68,300,153,59,11,29,5.13,1.35,15
1999-03-14 13:00:00,4.32,280,179,52,8,27,5.2175,1.65,15
1999-03-14 14:00:00,4.56,270,152,47,11,24,3.945,1.3,15
1999-03-14 15:00:00,2.76,270,148,46,14,18,3.6975,1.65,14
1999-03-14 16:00:00,2.64,260,96,45,15,14,2.375,1.075,11
1999-03-14 17:00:00,1.8,290,86,41,14,13,1.82,1.1,12
1999-03-14 18:00:00,1.32,290,122,57,7,13,1.9575,1.175,10
1999-03-14 19:00:00,0.96,280,213,56,1,24,3.86,1.975,22
1999-03-14 20:00:00,0.96,310,271,59,1,29,5.38,2.175,24
1999-03-14 21:00:00,0.36,310,318,69,1,38,6.15,2.6,31
1999-03-14 22:00:00,0.12,0,570,59,3,50,11.0625,4.25,40
1999-03-14 23:00:00,0.36,190,782,75,3,66,14.7325,5.75,51
1999-03-15 00:00:00,1.08,0,738,74,2,76,14.0425,5.6,60
1999-03-15 01:00:00,1.08,290,478,68,1,56,9.746667,3.5,41
1999-03-15 02:00:00,1.08,0,442,68,2,53,8.353333,3.266667,42
1999-03-15 03:00:00,0.96,310,445,69,1,54,9.16,3.15,45
1999-03-15 04:00:00,0.48,0,441,64,1,54,10.26,2.95,43
1999-03-15 06:00:00,0.84,0,700,82,2,70,13.8775,3.725,54
1999-03-15 07:00:00,0.84,280,721,91,2,87,15.0375,4.375,56
1999-03-15 08:00:00,1.08,310,774,92,2,91,17.1325,5,64
1999-03-15 09:00:00,0.48,0,580,89,1,85,16.385,3.85,60
1999-03-15 10:00:00,1.08,210,238,72,3,44,10.2625,1.675,23
1999-03-15 11:00:00,1.32,210,268,67,7,31,7.56,1.5,24
1999-03-15 12:00:00,2.04,120,161,62,10,31,5.6025,0.85,20
1999-03-15 13:00:00,2.28,220,329,78,7,43,8.4975,2.425,26
1999-03-15 17:00:00,0.72,200,190,66,2,34,3.7775,1.875,21
1999-03-15 18:00:00,1.32,300,197,66,1,35,6.1,1.95,25
1999-03-15 19:00:00,3.72,310,196,69,1,47,8.635,1.825,29
1999-03-15 20:00:00,4.2,230,351,75,2,51,7.2275,3.275,38
1999-03-15 21:00:00,2.04,260,352,65,1,54,6.6475,3.45,32
1999-03-15 22:00:00,2.88,140,343,64,1,47,5.8225,2.675,32
1999-03-15 23:00:00,2.64,180,325,65,1,45,5.3825,2.3,32
1999-03-16 00:00:00,2.28,200,240,60,0,40,3.7775,1.675,29
1999-03-16 01:00:00,2.28,200,186,47,0,34,2.686667,1.1,23
1999-03-16 02:00:00,1.92,220,181,51,2,32,2.54,1.166667,24
1999-03-16 03:00:00,0.6,220,142,50,1,30,1.9625,0.825,22
1999-03-16 05:00:00,0.6,290,275,59,1,52,4.0275,1.05,27
1999-03-16 06:00:00,0.72,290,406,62,1,77,7.145,1.775,38
1999-03-16 07:00:00,1.44,0,643,78,2,91,11.0925,4.825,51
1999-03-16 08:00:00,1.68,230,765,89,4,96,15.145,5.25,62
1999-03-16 10:00:00,2.04,250,426,84,2,70,11.945,2.6,40
1999-03-16 11:00:00,1.8,270,297,75,4,66,7.725,1.825,35
1999-03-16 12:00:00,2.52,250,331,84,5,49,7.3425,2.125,31
1999-03-16 13:00:00,3.12,260,242,71,6,40,6.015,1.725,22
1999-03-16 14:00:00,2.28,290,313,62,5,47,6.6775,1.875,31
1999-03-16 15:00:00,2.4,330,266,63,5,41,5.6025,1.975,22
1999-03-16 16:00:00,2.16,320,315,88,4,41,6.3175,2.5,19
1999-03-16 17:00:00,3.24,260,169,65,3,30,3.3925,1.3,20
1999-03-16 18:00:00,2.16,260,257,75,0,36,4.6625,2.825,24
1999-03-16 19:00:00,1.8,300,202,63,0,36,5.27,2.275,23
1999-03-16 20:00:00,1.32,290,224,58,0,29,6.4,1.85,21
1999-03-16 21:00:00,2.4,270,284,53,0,41,6.07,2.8,30
1999-03-16 22:00:00,2.64,250,346,64,0,48,7.145,2.65,37
1999-03-16 23:00:00,2.28,280,284,55,0,47,7.365,2.175,35
1999-03-17 00:00:00,1.92,290,257,48,1,43,5.2725,1.85,33
1999-03-17 01:00:00,1.92,310,260,48,1,49,4.3,1.833333,37
1999-03-17 02:00:00,1.32,350,284,43,1,47,4.82,1.733333,38
1999-03-17 03:00:00,1.56,280,275,47,1,45,4.3275,1.775,36
1999-03-17 04:00:00,2.28,270,318,49,1,49,5.2175,1.75,35
1999-03-17 06:00:00,1.56,0,523,51,2,64,7.31,2.5,50
1999-03-17 07:00:00,2.04,290,602,68,2,78,9.52,3.875,56
1999-03-17 08:00:00,1.2,290,321,65,2,64,6.73,2.175,41
1999-03-17 09:00:00,1.56,200,229,56,3,52,10.6775,1.75,33
1999-03-17 10:00:00,2.04,10,134,48,5,36,6.9775,0.95,24
1999-03-17 13:00:00,1.92,330,120,53,13,31,4.8,0.825,16
1999-03-17 14:00:00,2.52,10,94,44,16,21,2.76,0.575,33
1999-03-17 15:00:00,2.4,20,92,44,15,23,2.265,0.675,19
1999-03-17 16:00:00,2.28,360,101,46,12,24,2.265,0.75,18
1999-03-17 17:00:00,1.92,350,155,56,5,28,2.925,1.85,22
1999-03-17 18:00:00,1.56,340,155,55,2,30,2.32,1.65,19
1999-03-17 19:00:00,1.08,360,361,74,2,57,6.925,4.625,40
1999-03-17 20:00:00,1.32,360,307,58,2,70,7.4775,2.6,45
1999-03-17 21:00:00,1.8,350,249,60,1,62,6.29,2.125,39
1999-03-17 22:00:00,2.52,0,261,55,1,56,5.2975,2,36
1999-03-17 23:00:00,2.16,180,388,61,2,61,7.6675,3.325,45
1999-03-18 00:00:00,1.44,220,325,57,0,54,6.895,2.4,39
1999-03-18 01:00:00,1.44,0,229,44,0,47,5.446667,2.1,33
1999-03-18 02:00:00,1.08,0,217,47,0,43,4.933333,1.2,35
1999-03-18 03:00:00,1.44,210,179,43,0,43,4.2175,1.175,33
1999-03-18 04:00:00,1.32,220,173,45,0,38,3.53,1.075,30
1999-03-18 06:00:00,2.28,310,373,47,1,54,6.5375,2.05,44
1999-03-18 07:00:00,2.88,280,344,45,1,56,6.7575,2.475,36
1999-03-18 08:00:00,2.76,300,201,46,0,41,4.94,1.725,31
1999-03-18 09:00:00,3.84,300,90,40,7,17,2.485,0.6,8
1999-03-18 10:00:00,4.44,330,69,31,11,19,1.4575,0.325,19
1999-03-18 11:00:00,5.4,330,58,28,16,23,1.2925,0.225,16
1999-03-18 12:00:00,5.76,340,53,31,23,56,2.3175,0.15,19
1999-03-18 13:00:00,6.12,330,47,26,25,27,3.035,0.125,12
1999-03-18 14:00:00,5.16,330,57,31,24,25,2.4825,0.275,13
1999-03-18 15:00:00,6.36,340,56,29,25,23,1.49,0.3,14
1999-03-18 16:00:00,5.52,330,82,35,19,21,1.24,0.675,15
1999-03-18 17:00:00,5.52,330,83,36,18,24,1.6,0.9,14
1999-03-18 18:00:00,4.56,340,64,38,16,23,0.385,0.625,13
1999-03-18 19:00:00,3.96,330,56,37,11,21,0.1375,0.375,14
1999-03-18 20:00:00,2.88,320,65,41,6,22,0.055,0.425,13
1999-03-18 21:00:00,3.6,330,66,42,5,23,0.1925,0.375,15
1999-03-18 22:00:00,3.6,320,54,36,7,20,2.07,0.25,13
1999-03-18 23:00:00,4.2,320,47,33,9,21,1.99,0.175,14
1999-03-19 00:00:00,3.36,330,44,30,10,21,1.7975,0.2,14
1999-03-19 01:00:00,2.88,320,37,28,13,23,2.21,0.2,14
1999-03-19 02:00:00,3.36,320,29,21,18,22,3.53,0,13
1999-03-19 03:00:00,3.24,320,29,22,19,19,2.4025,0.075,12
1999-03-19 04:00:00,4.08,320,23,18,24,16,1.295,0,10
1999-03-19 06:00:00,3.96,320,52,29,13,20,1.5725,0.175,13
1999-03-19 09:00:00,4.68,310,84,38,13,28,1.71,0.625,19
1999-03-19 10:00:00,4.32,330,96,43,13,27,1.5425,0.475,18
1999-03-19 11:00:00,4.2,330,82,37,18,25,1.27,0.5,17
1999-03-19 12:00:00,3.84,330,92,45,14,31,1.7125,0.625,23
1999-03-19 13:00:00,4.2,340,118,50,13,28,2.43,0.925,20
1999-03-19 14:00:00,4.44,350,91,40,15,35,2.4025,0.65,23
1999-03-19 15:00:00,3.84,330,77,38,15,33,2.155,0.675,21
1999-03-19 17:00:00,3.6,330,94,47,9,24,3.56,1,21
1999-03-19 18:00:00,3.12,330,78,44,5,34,3.2275,0.825,24
1999-03-19 19:00:00,2.76,330,88,48,4,36,2.8975,0.8,28
1999-03-19 20:00:00,2.04,330,120,52,2,38,2.8975,1.225,25
1999-03-19 21:00:00,2.28,320,178,52,1,43,3.97,1.425,27
1999-03-19 22:00:00,2.16,300,202,48,1,48,5.0775,1.6,31
1999-03-19 23:00:00,2.52,300,192,48,1,44,4.6075,1.5,29
1999-03-20 00:00:00,2.4,260,324,47,2,50,6.95,2.775,33
1999-03-20 01:00:00,2.28,270,345,43,1,50,7.686666,2.366667,32
1999-03-20 02:00:00,2.16,270,358,49,2,49,8.243333,2.366667,31
1999-03-20 03:00:00,2.28,280,284,37,1,46,6.8125,1.925,32
1999-03-20 04:00:00,2.04,240,248,43,1,40,6.4825,1.45,25
1999-03-20 05:00:00,2.64,280,267,47,1,42,7.225,1.4,27
1999-03-20 06:00:00,2.64,260,301,51,1,47,7.615,1.775,31
1999-03-20 07:00:00,2.88,250,406,58,1,57,9.5725,2.125,38
1999-03-20 08:00:00,2.64,250,343,50,3,58,9.5725,2.05,34
1999-03-20 09:00:00,2.64,290,365,57,3,60,10.2925,2.725,29
1999-03-20 11:00:00,4.08,230,111,48,18,18,5.185,1.175,9
1999-03-20 12:00:00,4.2,290,124,52,15,18,4.77,0.975,9
1999-03-20 13:00:00,3.48,290,139,49,10,23,3.5025,1.25,13
1999-03-21 09:00:00,8.639999,230,321,57,5,27,4.8825,1.925,11
1999-03-21 10:00:00,9.12,230,252,56,6,23,4.6075,2.475,15
1999-03-21 11:00:00,8.4,240,185,52,9,18,4.3025,2.175,10
1999-03-21 12:00:00,8.4,280,102,30,15,12,3.09,1.375,5
1999-03-21 13:00:00,8.88,270,86,36,17,11,2.6775,0.975,7
1999-03-21 14:00:00,9.72,280,115,41,16,12,3.035,0.95,6
1999-03-21 15:00:00,8.52,280,118,34,14,12,2.8425,1.2,2
1999-03-21 16:00:00,7.32,280,118,35,13,12,2.5675,1.15,8
1999-03-21 17:00:00,6.48,290,92,37,16,11,2.21,0.9,9
1999-03-21 18:00:00,6,300,53,25,20,10,1.3775,0.6,5
1999-03-21 19:00:00,6.24,320,61,27,24,8,1.295,0.775,4
1999-03-21 20:00:00,5.88,330,42,26,22,9,0.7425,0.5,4
1999-03-21 21:00:00,4.44,310,51,32,18,8,0.88,0.425,4
1999-03-21 22:00:00,5.52,310,108,37,8,15,2.1525,1.05,10
1999-03-21 23:00:00,5.64,300,103,29,10,20,2.4025,0.9,14
1999-03-22 00:00:00,5.88,300,36,21,20,18,1.46,0.35,12
1999-03-22 01:00:00,5.52,310,15,12,26,12,0.99,0.06666667,7
1999-03-22 02:00:00,5.64,320,15,11,31,9,0.8066667,0.06666667,6
1999-03-22 03:00:00,5.52,330,19,13,35,7,0.605,0.05,4
1999-03-22 04:00:00,5.04,340,22,13,33,11,0.605,0.075,8
1999-03-22 06:00:00,5.04,340,90,30,21,16,1.8225,0.725,11
1999-03-22 07:00:00,4.44,350,89,46,22,16,2.1275,0.775,10
1999-03-22 08:00:00,4.68,340,61,28,25,17,1.795,0.65,11
1999-03-22 10:00:00,3.96,340,72,37,24,15,1.935,0.425,10
1999-03-22 11:00:00,4.44,340,88,41,18,17,2.3475,0.525,10
1999-03-22 12:00:00,4.44,350,66,35,25,15,1.71,0.425,8
1999-03-22 15:00:00,5.76,320,175,52,10,18,4.665,1.45,17
1999-03-22 16:00:00,5.88,270,280,65,4,26,6.015,2.15,24
1999-03-22 17:00:00,6.48,260,193,47,4,24,4.66,1.925,20
1999-03-22 18:00:00,6,250,303,68,4,21,5.5175,3.3,16
1999-03-22 19:00:00,6.84,220,324,52,2,26,5.85,3.7,21
1999-03-22 20:00:00,7.08,230,299,51,1,28,5.655,3.875,24
